,title,class
1089,mexican peso surge ahead u presidential debate,1
1090,obama give illegal alien flint mi amnesty get free sh taxpayer,0
1091,u house tax chief say salt deduction meeting end without compromise,1
1092,uncensored video real new yorkers opinion trump,0
1093,breaking democrat make shocking statement regarding dnc pick keith ellison video,0
1094,bernie sander nevada caucus saturday,0
1095,gold star dad forced cancel canada trip told travel privilege reviewed,0
1096,tillerson say trump disagree iran nuclear deal,1
1097,u legal standing involvement war yemen,0
1098,u hostage survives terrorist ordeal syria deliver stunning message u uk regime change crowd,0
1099,clinton get trump finally snap fit rage admits little con artist,0
1100,aclu sue trump administration birth control policy,1
1101,hysterical democrat convention schedule revealed,0
1102,good bye sweden muslim violence porous border horrible health care drove swedish blogger u,0
1103,post flood social medium video surface trump bragging hiring hot teenager,0
1104,trump stop infrastructure speech go rail democrat video,0
1105,fourth ex governor mexico pri arrested corruption charge,1
1106,tennessee gop lawmaker offer fund bundy terrorist armed insurgency screenshots,0
1107,turkey erdogan u trump discus syria bilateral tie sochi summit turkish source,1
1108,france know iran missile negotiable spokesman,1
1109,good riddance james clapper resigns director u intelligence,0
1110,factbox key figure zimbabwe first lady grace mugabe g faction,1
1111,usa today sport columnist call tom brady head one thing found locker think,0
1112,trump say china xi try end opioid crisis,1
1113,key u republican flynn situation add momentum russia probe,1
1114,starbucks univision democracy work aim boost u voter turnout,1
1115,japan u discus currency economic talk government official,1
1116,brexit negotiation ready next stage yet eu tusk say,1
1117,trump nominee israel ambassador heckled questioned senate,1
1118,china say freed swedish bookseller whereabouts still unknown,1
1119,chilean refuge venezuelan congress deputy defies maduro,1
1120,state get refugee america may surprise,0
1121,trump son law kushner hire prominent trial lawyer nyt,1
1122,iran reject macron call talk iranian missile,1
1123,trump stance virginia violence shock america ally,1
1124,watch stephen colbert humiliates rudy giuliani diagnosis,0
1125,fact repealing obamacare absolutely decimate red state america,0
1126,keiser report gaddafi like political career death hillary clinton,0
1127,senate panel plan hearing russia hacking january spokeswoman,1
1128,repeat deceit u try link iran al qaeda,0
1129,fiore bundy ranch case drag fbi evidence prosecute,0
1130,watch hillary clinton go full socialist hard earned money video,0
1131,cell signal open bar tiny win puerto rico ruin,1
1132,oops crybaby hamilton star lectured penny voted year video,0
1133,florida doctor fire running tv ad offering medical treatment men plan vote hillary video,0
1134,u senate intelligence chairman call session recusal,1
1135,watch trey gowdy crush lying medium benghazi report press conference video,0
1136,pro life republican block food child,0
1137,manhattan u attorney add probe ex trump aide manafort report,1
1138,breaking brazil detains two u olympic swimmer robbery investigation let swimmer go,0
1139,buy arm russia philippine duterte tell putin,1
1140,obama stare american sniper widow taya kyle cnn give time confront gun control live tv video,0
1141,throwing gas racial fire va police confirm governor terry mcauliffe lied weapon hid around charlottesville white nationalist,0
1142,absolute submission trump bow neocon orthodoxy,0
1143,trump suggests people sue abc news massive stock market crash triggered fakenews report michael flynn,0
1144,watch tucker carlson heated debate delusional illegal activist illegally person illegal video,0
1145,alabama new governor order speedier election fill senate seat,1
1146,right group file legal request trump business tie,1
1147,caroline kennedy eyeing white house bid,0
1148,u envoy turkey say duration visa service suspension depends talk,1
1149,one picture describes failure republican party,0
1150,trump tell republican lawmaker enough talk time deliver,1
1151,saudi arabia condemns myanmar government policy repression,1
1152,conservative attack proposed u border tax,1
1153,china xi speaks saudi king state medium,1
1154,airline beirut implement measure line trump travel ban airport source,1
1155,arkansas republican pas bill giving rapist power stop victim getting abortion,0
1156,white house sink new low spokesperson make fun trump outrageous appearance hair,0
1157,britain may win brexit reprieve face tough week ahead,1
1158,macron sign french labor reform decree,1
1159,barack obama final arm export total double bush administration,0
1160,foreign minister u cuba discus obama trip state department,1
1161,boycott shooting tear gas mar kenya election run,1
1162,moderate republican warn trouble tax reform,1
1163,hillary secret weapon evan mcmullin cia goldman sachs candidate backed mitt romney wall street machine,0
1164,oops medium forgot ted kennedy asked russia intervene election help defeat ronald reagan,0
1165,canada immigration website crash trump pull ahead,0
1166,u coordinating syria military operation russia white house,1
1167,president trump announces decision paris climate deal america first video,0
1168,update video bomb squad investigating substance found backpack breaking faisal mohammad named student stabbed student large hunting knife ca campus,0
1169,cowardly trump decides reveal medical record dr oz last minute,0
1170,watch amy goodman destroys cnn pathetic election coverage video,0
1171,paul ryan forced speak trump anti semitic tweeting place presidential campaign,0
1172,russian hacker stole u cyber secret nsa medium report,1
1173,trump liberal hypocrisy humanity future,0
1174,megyn kelly reveals creepy way donald trump tried woo image,0
1175,myanmar see bad consequence u imposes sanction military,1
1176,video hero exposed planned parenthood say unseen video even worse,0
1177,nevertrumpers coming around jeb son tell texan get behind trump,0
1178,obama regime held accountable dirty tactic used take michael flynn,0
1179,bombshell report nsa offered give hillary email fbi james comey rejected,0
1180,embattled pennsylvania attorney general survives senate removal vote,1
1181,clinton would stick garland nominee supreme court reid,1
1182,bonkers bernie sander prioritizing job climate change stupid dangerous video,0
1183,trump golf club must pay million former member judge,1
1184,beautiful young reporter spit muslim thug live report,0
1185,cuban invasion crossing border u help fed video,0
1186,trump order review national monument allow development,1
1187,say amazon tell customer forced federal government remove confederate flag website,0
1188,mass integration race capitalize virtual future,0
1189,pakistan ex pm appears court trial finance,1
1190,house seen passing russia sanction bill limiting trump power,1
1191,venezuela opposition attend scheduled talk government,1
1192,learn fact fbi saying concerning hillary email trump lying detail,0
1193,comply va resident refuse obey leftist governor ban confederate flag license plate,0
1194,indian military helicopter crash near china border seven dead,1
1195,watch jon stewart come retirement warn america trump,0
1196,list democrat hypocrite voted filibuster gw bush final supreme court pick,0
1197,eu executive warms franco german call emergency border check,1
1198,sarah jessica parker fear attacked killed trump elected seen multiple trump supporter bloodied hillary lib mob,0
1199,democrat congress brace new iran nuclear fight,1
1200,iran condemns u decision move embassy jerusalem,1
1201,watch delusional trump fan lash fox host reporting fact uranium one deal,0
1202,exclusive video room full rinos fell love rand paul every american need hear message,0
1203,iraqi shi ite militia accused right abuse hawija operation,1
1204,hong kong milkshake murderer challenge life sentence,1
1205,catalonia press ahead independence madrid suspends autonomy,1
1206,france arrest brother ex burkina president compaore,1
1207,exposed facebook blacklist conservative news falsified black life matter trend,0
1208,illinois budget uncertainty extends new fiscal year,1
1209,u lost trust south sudan trump envoy tell president,1
1210,philadelphia congressman orchestrated series fraud prosecutor,1
1211,oregon right wing terrorist make chilling confession came die screenshots,0
1212,college campus ban chalk fear student might write trump word campus sidewalk,0
1213,u democratic senator dick durbin undergoes heart procedure,1
1214,donald trump make pathetic racist swipe president obama visiting mosque video,0
1215,fbi investigating twitter account go trump tweet,0
1216,engdahl trump puppet deep state,0
1217,trump suffers humiliating reality check bragging number bill signed,0
1218,huckabee back trump comment protest supposed barack obama used jump conclusion,0
1219,u would save trump cut aid u n country voted u,0
1220,puerto rico debt bill cleared thursday u house vote,1
1221,leslie knope writes powerful heartbreaking letter america everyone read,0
1222,breaking wikileaks e mail soros clinton working together police reform blm remember implicit bias,0
1223,iran quake survivor complain slow aid effort battle freezing cold,1
1224,kremlin agrees trump bilateral tie dangerous low,1
1225,south korea moon japan abe agree raise pressure max north korea,1
1226,italian woman jailed denmark ordering murder online bitcoin,1
1227,boom custom agent ignore obama appointed judge court order enforce trump travel ban,0
1228,cop killed gun hillary pander black voter retrain police officer,0
1229,killed wounded chicago shooting new year day blacklivesmatter terrorist take fight evil cop,0
1230,pro trump white nationalist involved mass stabbing going gop convention,0
1231,republican greg abbott pick supporting israel obama plan bibi antagonize iran,0
1232,north korean official say continue missile test bbc,1
1233,boiler room unitetheright coverage hesher andy nowicki patrick henningsen funk ul randy j,0
1234,pakistan appoints economist head finance ministry run election,1
1235,u house tax panel seek trump tax return lawmaker,1
1236,boom indiana ymca take cnn tv member complain fake news,0
1237,tillerson call saudi thoughtful middle east,1
1238,huffington post wave white flag call race trump journalist pack canada,0
1239,b tch benghazi win democrat nomination encouraged extraordinary conviction supporter,0
1240,breaking update dead injured u citizen muslim extremist fbi radar open fire ramadan worst mass shooting u history father muslim terrorist tell son committed horrific act video,0
1241,iran shock nervous europe girds next trump salvo,1
1242,reporter biggest prize journalism exposing trump lie detail,0
1243,swiss right wing blocher trump win warning world establishment,1
1244,day ago baton rouge thug blacklives matter supporter make video say going start killing cop fbi local police make visit arrest charge video,0
1245,trump say rich might pay tax talk democrat,1
1246,turkey erdogan press world leader help myanmar rohingya,1
1247,trump biggest kkk fan back loved anti muslim tweet morning,0
1248,racist f ck gop mayor busted tape calling black people chimp n r audio,0
1249,lone hacker claim responsibility cyber attack democrat,1
1250,white student union ca university mock blm terror group publishes list demand,0
1251,anti trump protester pepper sprayed video,0
1252,obama say u funding fight zika rapidly running,1
1253,u lawmaker release sample russian bought facebook ad,1
1254,new ad give u horrifyingly realistic preview president trump video,0
1255,castro meet north korea minister amid hope cuba defuse tension,1
1256,factbox report card donald trump first day,1
1257,china defends trade u trump set brand competitor,1
1258,breaking putin go russia make serious claim new information turkey isi,0
1259,trump award woman medal valor kiss,0
1260,trump say work congress aid puerto rico,1
1261,trump said scare gropers congress settled sex assault case using taxpayer dollar,0
1262,karma hollywood liberal bashed trump guess serious cut,0
1263,kushner fire special counsel potential dirty financial dealing,0
1264,oops video emerges comey testifying oath trump administration pressure fbi halt investigation political purpose video,0
1265,hillary drop race happen,0
1266,louisiana governor say state finance dire situation,1
1267,china kindergarten sex abuse needlemarks claim prompt police probe,1
1268,pop star ariana grande say hate american hate america word taken context video,0
1269,quarter republican would keep obamacare reuters ipsos poll,1
1270,trump jr offer revolting praise dad something special wanting punch protester video,0
1271,sarah palin trash fox news seeking fact reporting,0
1272,germany schaeuble warns trump protectionism wsj,1
1273,trump melt vacation try pretend actually working tweet,0
1274,breaking megyn kelly interview parent fake black rachel dolezal video,0
1275,trump bizarre behavior g leaf world questioning health video,0
1276,iranian pour onto street mourn soldier beheaded syria,1
1277,president trump blast retiring fbi deputy director andrew mccabe leakin james comey judicial watch uncovers mccabe bombshell,0
1278,former nixon aid reveals war drug created reason make sick,0
1279,racist trump fan go hour long twitter rant nigs obamaphones tweet,0
1280,republican avoids upset costly georgia congressional race,1
1281,twitter throat punch trump latest stupid lie new york time tweet,0
1282,trump warns gop establishment pooling pac money take,0
1283,watch maxine water go ballistic confronted constituent say love president video,0
1284,democrat ride grassroots wave major statehouse gain,1
1285,wapo reporter broke news judge roy moore story criminal history faking,0
1286,gop senator convinced ever hearing needed meeting obama scotus nominee,0
1287,w h admits trump lied never witnessed horror devastation caused harvey first hand,0
1288,maria bartiromo get heated interview dnc chair tom perez party hijacked extreme left video,0
1289,breaking iran test cruise missile trump warns playing fire appreciate kind president obama video,0
1290,arrested sick utah man dy jail,0
1291,u conference libya postponed trump travel ban organizer,1
1292,fbi informant blow whistle obama doj intimidation tactic video,0
1293,puerto rico may issue delayed audited statement april,1
1294,trump get hammered tweeting intelligence place politics tweet,0
1295,obama giving money illegal alien start business believe business located video,0
1296,middle class egypt adapts survive austerity bite,1
1297,col ralph peter obama politician put happiness saudi royal family survivor video,0
1298,cnn really cosmopolitan bias,0
1299,senator mccain suggests subpoena make white house cyber aide testify,1
1300,merkel emerges clear winner tv debate poll,1
1301,greek police fire teargas protester anniversary riot,1
1302,ted cruz lie tithing interview christian journalist video,0
1303,egypt sisi urge palestinian unite co exist israeli,1
1304,watch hillary latest anti trump ad absolutely brutalizes tie russia,0
1305,trump monstrous threat vital government function nobody talking,0
1306,trump campaign org co chair taken custody fbi conspiracy united state,0
1307,negotiating trump slam cbs reporter north korea video,0
1308,britain propose new language irish border irish pm say,1
1309,highlight trump presidency march p et,1
1310,russia detains norwegian citizen suspected spying,1
1311,melania thanks troop sacrifice easter egg roll flashback peanut crew remind michelle obama mention troop using easter speech brag accomplishment video,0
1312,telefonica suspends customer service operation guatemala killing,1
1313,leftist bully artist tell ivanka trump get artwork wall embarrassed seen,0
1314,north korea would commit peace talk door ajar u n envoy,1
1315,lower tax big gain stock poised win tax cut,1
1316,defense finance telecom donated heavily trump inauguration u filing,1
1317,senate revise russia sanction bill sends house,1
1318,hollywood race war heat full metal jacket actor shuts race baiting hotel rwanda star,0
1319,boom charlotte police know really behind violent riot video,0
1320,rep luis gutierrez ny call murder kate steinle illegal alien little thing video,0
1321,nsa architect nsa snooping expires fed continue surveillance american phone record,0
1322,poll trump extends lead among republican percent support,1
1323,iowa governor urge caucus goer say cruz cite big oil,1
1324,adidas flawlessly troll anti gay bigot slammed valentine day instagram image,0
1325,stranger fiction foundation vega shooting survivor sponsored dhs linked firm,0
1326,u might ban laptop flight country,1
1327,unreal irs used hundred lawyer hide information congress,0
1328,thailand main party urge junta end ban political activity,1
1329,philippine activist protest u immigration policy military,1
1330,mockingbird redux cnn role peddling fake nothing burger russia gate news revealed,0
1331,southern yemen leader see independence referendum parliament body,1
1332,breaking report mitt romney make huge announcement running major political office one thing standing way,0
1333,china bring paramilitary police force military wing,1
1334,democrat renew effort link bank trump russia,1
1335,obama america incoming u citizen longer required pledge bear arm behalf united state,0
1336,israel strike gaza militant post rocket fired israel army,1
1337,u launch opioid fraud detection unit,1
1338,rachel maddow reveals secret successfully covering trump,0
1339,watch cnn nail trump lie would never demand loyalty,0
1340,joe biden back savage gop deadly healthcare bill brutal tweetstorm,0
1341,minnesota senate may halt operation dec due funding dispute,1
1342,u lawsuit seek disclosure court order decryption,1
1343,spain prosecutor warns catalonia referendum leaflet seized,1
1344,trump australian pm hit reset new york fractious phone call,1
1345,disturbing tomi lahren pander view hag say always pro choice oops video emerges lahren calling pro choicer straight baby killer month ago,0
1346,richard dreyfus us gma interview troll dick cheney host never saw coming video,0
1347,trump extends program allowing veteran use local doctor hospital,1
1348,hillary worst enemy endorsed trump bad,0
1349,factbox woman accused trump inappropriate conduct,1
1350,cnn jim acosta schooled meaning statue liberty trump senior advisor video,0
1351,following trump win senate leader reaffirms garland opposition,1
1352,released text anti trump mueller team member call trump loathsome human awful,0
1353,u senator reach deal russia sanction,1
1354,watch chris hayes destroy scott walker biggest lie brutal second video,0
1355,tillerson meet southeast asian foreign minister may,1
1356,republican senator mccain sasse oppose trump u trade representative pick,1
1357,report donald trump involved thousand lawsuit total number floor,0
1358,step aside fox news,0
1359,eu call equal right myanmar troubled rakhine,1
1360,muhammad ali jr detained airport right testifying first detention,0
1361,trump throw hissy fit golf course criticism puerto rico response grows,0
1362,china say nothing stop long range air force drill,1
1363,awesome donald trump slam hillary heckler detroit speech best line ever video,0
1364,house speaker optimistic tax reform prospect year source,1
1365,switzerland voter likely weigh facial covering ban,1
1366,catholic church necessary bishop report child sex abuse police,0
1367,baloney cnn anchor slammed weather channel founder global warming scam video,0
1368,trump announce decision immigrant child tuesday white house,1
1369,arkansas school desegregates calling black student assembly gang drug video,0
1370,leftist use trump teach kid use violence someone disagree want kill video,0
1371,confident trump say could shoot somebody lose voter,1
1372,tesla ceo elon musk sends massive threat trump bail paris climate deal tweet,0
1373,shelling across pakistan india border kill six civilian wound,1
1374,mattis say north korea missile test meant provoke,1
1375,nancy pelosi connected dnc staffer charged bank fraud trying flee u,0
1376,eu resume political contact level thailand statement,1
1377,anti abortion law collapse major defeat right,0
1378,flashback remember obama caught telling russian president flexibility election video anyone question russian interference defeat mitt romney called russia biggest threat,0
1379,new top u diplomat play central role trump china shift,1
1380,watch keith olbermann skewer trump gop undermining democracy,0
1381,u retaliates russia order closure consulate annex,1
1382,clinton associate education ponzi scheme,0
1383,hillary anti trump muslim dad claim terror nothing islam try convince american trump desire protect u terror somehow evil video,0
1384,marco rubio rape victim sorry raped rapist baby anyway video,0
1385,trump call trade deal individual country,1
1386,ex fbi tear trump piece wonder charge country video,0
1387,house speaker trump aide vow tax reform end,1
1388,hurricane irma pose toughest test u nuclear industry since fukushima,1
1389,hurricane maria skirt turk caicos puerto rico endures fresh flooding,1
1390,former wh comm director trump pivot ruined trotting conspiracy theory within hour video,0
1391,uruguay vice president quits amid probe use public fund,1
1392,dan rather say trump deadly serious flynn scandal chilling,0
1393,trump say administration committed japan security,1
1394,trump comey take spotlight vow stay strong fight,1
1395,obama race war backfire shocking number student chose attend u missouri black life matter tantrum,0
1396,trump epa pick likely clear senate despite protest,1
1397,trump halt travel new executive order,0
1398,u say china acknowledged goal reducing bilateral trade deficit,1
1399,trump denies woman claim say provide evidence,1
1400,russia scandal exploded december implicating paul ryan one noticed,0
1401,trump want child would break law,0
1402,sound atlantic missing argentine submarine navy spokesman,1
1403,trump sec pick clayton point capital formation enforcement,1
1404,snubbed federal reserve nominee warning trump struggle fill key post,1
1405,elizabeth warren news endorsing,0
1406,u germany eye way deepen cyber collaboration,1
1407,entire debate wrapped one perfect gif,0
1408,democrat go attack voter id law,0
1409,north south ireland border despite leaving custom union british minister pledge,1
1410,catalonia chief open door declaration independence,1
1411,joy behar give gop painful reality check never accept trump video,0
1412,britain may press northern ireland leader restore power sharing government,1
1413,official worry briefing trump fearing spilled secret,1
1414,border patrol agent rat dhs government secretly put illegal alien bus dump unsuspecting community across america,0
1415,watch funniest man american politics ridicule liberal atheist anti american jackass,0
1416,transport minister think britain leave eu without deal,1
1417,stinging athens turkey erdogan woos crowd northern greece,1
1418,daily show obama f cks give final sotu video,0
1419,ready financial crisis round two crony capitalism central planning drained u,0
1420,germany social democrat refuse jump bed merkel quickly,1
1421,latino trump supporter harder come trump supporter come gay video,0
1422,russia reopens ferry route north korea,1
1423,trump pleads republican roll back obamacare,1
1424,waiting may brussels eye december brexit deal,1
1425,jared kushner never registered vote female medium lie backfire shine bright light easily voter fraud occur,0
1426,watch texas inmate break cell save jailer life video,0
1427,israel must enact law want hold militant remains bargaining chip court,1
1428,british pm may deputy denies inappropriate sexual advance,1
1429,apparently speaker house taking advice kanye west tweet,0
1430,session intimidated answer harris hot question hearing scorch twitter detail,0
1431,house dem drop shocking bombshell national television trump future video,0
1432,trump defender white house turmoil politics usual,1
1433,debris dust raqqa sacrificed defeat islamic state,1
1434,michael savage black life matter obama shock troop like hitler brown shirt video flashback video obama troop,0
1435,republican congressman currently standing office roof avoid voter,0
1436,tenn republican flip call female reporter b tch taxpayer funded picture frame,0
1437,ben carson destroys interrupting anti trump msnbc host turn microphone please video,0
1438,winning george soros group get black eye hannity advertiser come back allegedly pulling ad seth rich story,0
1439,trump spokesperson delivers knockout punch arrogant cnn host video,0
1440,leaked footage johnny depp show aggressive amber heard video,0
1441,trump tell netanyahu would recognize jerusalem israel capital,1
1442,u department education teacher incorporate islam subject,0
1443,angry veteran post emotional viral video flag burning happening sickening video,0
1444,man wearing turban kicked trump rally thing get even racist video,0
1445,mccain vow block proposed separation nsa cyber command,1
1446,saudi crackdown hit investment energy minister falih,1
1447,south korea moon say cannot recognize north korea nuclear state,1
1448,zimbabwe accuses american citizen trying overthrow government lawyer,1
1449,five cop handcuff dr dre home racist white guy claimed gun video,0
1450,factbox german coalition watch agreeing lowest common denominator enough green,1
1451,putin spit america face trump thanked detail,0
1452,lna linked group appear responsible east libya killing hrw,1
1453,watch six minute conservative medium sexist assault hillary clinton,0
1454,dc chief police denies concealed weapon permit jail christian clerk refuse issue sex marriage license guess end,0
1455,trump warns could end nato guarantee scrap nafta,1
1456,watch louisiana gop rep slam sexist male colleague statehouse floor,0
1457,indonesia label call u boycott jerusalem move misguided,1
1458,hillary stop lying even lost election,0
1459,republican retreat plan curb press camera access u capitol,1
1460,senate judiciary panel chief urge fbi disclose trump probe,1
1461,stand ground fl man shoot teen playing pok mon go,0
1462,uzbek leader reshuffle security official remove veteran defense minister,1
1463,london remain leading financial center pm may spokesman,1
1464,ann coulter make belief gay friend make racist point tweet,0
1465,tennessee house speaker warns intern stay far away sleazy male lawmaker,0
1466,house democrat say republican undermines intel probe,1
1467,good news silver,0
1468,russia moscow want escalate situation around u diplomat agency,1
1469,senate healthcare bill expected cut back medicaid expansion,1
1470,outrage bundy family terrorist get scot free,0
1471,watch thing got really awkward nbc sent hoda help spike megyn kelly miserable rating,0
1472,ex army bos sworn zimbabwe vice president thursday,1
1473,breaking h r mcmaster explains washington post hit piece trump fake news video,0
1474,u want see north korea sanction bite option ruled,1
1475,investigator u russia tie turn attention flynn business partner,0
1476,trump dispute local government could create fresh conflict interest,1
1477,u congress certifies trump electoral college victory,1
1478,university punish raped effectively silencing victim,0
1479,video rino strategist karl rove solution gun violence repeal second amendment,0
1480,melania trump rare one one interview watch destroy leftist msnbc hack immigration followed law,0
1481,conservative push nearly unthinkable death penalty ban,1
1482,extreme devotion mark last goodbye thai king,1
1483,republican take next step u deregulation senate bill,1
1484,day announcing shameless money grab clock boy explains want come back texas,0
1485,kurdish led syrian group plan attend sochi talk official,1
1486,irony alert dc day without woman literally led man event turn anti trump rally wrong stop video,0
1487,u official met syrian security chief damascus official report,1
1488,shock poll trump get support black voter like never seen republican presidential candidate,0
1489,u mull request lawmaker waive shipping limit puerto rico,1
1490,former ny governor pataki endorses republican rubio u president,1
1491,trump say clear u open trade fair reciprocal,1
1492,trump press china north korea ahead xi talk,1
1493,first time year u deploys b bomber qatar bomb isi,0
1494,north korea grant malaysian prince access airspace soccer match back,1
1495,classless kennedy family history philanders drunk murderer rapist celebrate independence day mocking trump,0
1496,unreal former gitmo detainee protest u embassy freebie u,0
1497,proof mainstream medium helped trump win,0
1498,trump white house budget chief pick gain key senate backer,1
1499,south korea review whether abolish anti abortion law,1
1500,whoa fox news host blamed trump violence domestic terrorist supporter video,0
1501,syrian presidency vow step campaign militant,1
1502,turnout high iraqi kurd defy threat hold independence vote,1
1503,first grader asked use word god jesus devil class video,0
1504,hillary clinton neocon war hawk waiting,0
1505,secret memo show every single congressman could hit russian investigation,0
1506,watch ellen degeneres cleverly us finding dory teach trump wall work,0
1507,cnn panelist laugh corey lewandowski face hearing new trump victory plan video,0
1508,obama harsh word veto override bill mistake video,0
1509,mediation end minnesota budget dispute fizzle,1
1510,breaking trump tax document leaked stunningly incriminating,0
1511,syria exactly noam chomsky warned u week ago,0
1512,watch keith olbermann rip republican letting russia take country,0
1513,u n torture watchdog end trip rwanda citing obstruction,1
1514,trump ignores constitution suggests insane punishment burning american flag tweet,0
1515,white supremacist conservative cheer hail trump hail victory perform nazi salute,0
1516,britain speculate possible u withdrawal iran deal pm may spokesman,1
1517,art contest winner disqualified trump supporter happened tolerant accepting left,0
1518,case upon case beer gop organizes booze party celebrate stripping million insurance,0
1519,serbian croatian police detain smuggling migrant eu,1
1520,marco rubio defends trump calling mexican rapist give credit video,0
1521,bilderberg secret meeting trump advisor u senator,0
1522,watch texas biker hit car purpose video,0
1523,trump us kid human shield latest campaign lie,0
1524,former army ranger steelers player show national anthem video,0
1525,nato launch black sea force latest counter russia,1
1526,panhandler confronted outraged man video,0
1527,scrubbed clean hillary clinton finally turn server fbi,0
1528,wisconsin agrees statewide recount presidential race,1
1529,st louis riot police reportedly chant whose street street arresting protester,0
1530,trump rally nearly turn full blown race war st louis video,0
1531,democrat grill u high court nominee trump concern,1
1532,bin laden brother lived trump tower gave million donald,0
1533,wake call somali executed terror attack canada entered u via mexico,0
1534,buckeye partner puerto rico oil terminal still closed maria,1
1535,wow latino group aired terror like tv ad day ago showing white man threatening plow muslim minority kid truck video,0
1536,austria conservative far right cabinet likely sworn dec source,1
1537,kansa budget woe weigh state credit rating,1
1538,u house speaker reason session recusal russia probe,1
1539,college ad welcome new student apologizes impending rape,0
1540,fox panelist claim investigation trump associate began spring video,0
1541,post election conundrum awaits germany merkel,1
1542,sore loser michael moore call comrade join disrupt destroy trump inauguration,0
1543,eu summit positive nothing new money senior eu official,1
1544,clinton lead trump point u presidential race reuters ipsos,1
1545,democrat urge fcc drop plan revise tv ownership rule,1
1546,u governor work senate new power broker obamacare repeal,1
1547,condition yet place safe rohingya return unhcr,1
1548,trump get p ssed today host slam lying campaign manager video,0
1549,clinton lead trump point reuters ipsos poll,1
1550,u justice dept official review time warner deal senator,1
1551,u judge order virginia extend voter registration friday,1
1552,golf jack nicklaus weighs donald trump america video,0
1553,trump weighs revised travel ban supreme court test still possible,1
1554,pro iran iraqi militia say jerusalem decision could make u troop target,1
1555,philippine duterte hope drug war shift satisfy bleeding heart,1
1556,britain propose new language irish border irish pm say,1
1557,cher rosie desperation mode tax cut illegal bribe hate tweet offered gop,0
1558,uk supreme court hears attempt change northern ireland abortion law,1
1559,breaking h r mcmaster explains washington post hit piece trump fake news video,0
1560,top tweet democrat debate,0
1561,bill maher belief trump want president video,0
1562,denmark ramp cyber security effort defense minister,1
1563,factbox trump conflicting view obama dreamer policy,1
1564,betty bite watch happens katie couric desperately try goad betty white blaming trump obama divided nation video,0
1565,cher resident flint michigan absolutely incredible,0
1566,caitlyn jenner teen singer appeal trump transgender right,1
1567,trump campaign manager give sickening interview enormous sacrifice trump made video,0
1568,trump girl give shout crooked hillary bring house justice department want indict american people indict video,0
1569,new u trade envoy say meet lawmaker nafta attend apec meet,1
1570,th year every urban prep graduate accepted college video,0
1571,watch happens christian man asks gay bakery make pro traditional marriage cake video,0
1572,ny teacher give assignment high school kid come argument favor mass killing jew,0
1573,lebanese fm may attend arab league meeting decide sunday senior lebanese official,1
1574,funding battle begin house bill regulator agency,1
1575,crooked democrat congresswoman corrine brown found guilty stealing scholarship money child blame racism verdict,0
1576,fix judge quickly block abortion video know rest story,0
1577,return defeated fighter real threat russia ria cite fsb chief,1
1578,u vote authority warned alert russian hack faking fraud official,1
1579,dem rep wife felon caught tape bragging inciting violence trump rally make hilarious claim number seat democrat take video,0
1580,indonesia corruption court indicts ex parliament speaker delay,1
1581,obama challenge communist led cuba call democracy,1
1582,unreal elderly hispanic trump supporter pepper sprayed liberal thug video,0
1583,watch racist dingbat tx rep sheila jackson lee blame leaked email video,0
1584,flashback video show leftist medium member praising use nuclear option confirm liberal supreme court justice,0
1585,tough choice trump congress refuse border wall financing,1
1586,digging dung south africa amabhungane heap pressure zuma,1
1587,doj leader put blame riot slavery,0
1588,trump meet chicago mayor north carolina governor others,1
1589,democrat senator make fake anti trump story cnn interview video,0
1590,great one brutal image perfectly capture hypocrisy left,0
1591,u government may provide billion harvey aid texas congressman,1
1592,u commerce chief warns china semiconductor investment binge,1
1593,trump urge alabama voter back roy moore,1
1594,college student express disgust trump first day find interviewer talking obama video,0
1595,murderer rapist hillary va governor close clinton friend give felon voting right release jail election,0
1596,florida puerto ricans strongly favor clinton poll,1
1597,factbox trump twitter feb rex tillerson iran australia,1
1598,speaking english reporter rip state department rep evasive answer clinton e mail video,0
1599,cbo caught trump another yuuuge lie entire premise repealing obamacare window,0
1600,shame last hope kill iran nuke deal blocked senate,0
1601,cnn reporter asked trump one question wanted hear video,0
1602,obama say u special relationship britain endure,1
1603,russian submarine fire cruise missile islamic state syria,1
1604,liberian court clear way presidential run vote,1
1605,top house intelligence democrat say chairman step aside russia probe,1
1606,russian hacker found lost election hillary video,0
1607,black harvard student host separate segregated graduation ceremony,0
1608,exclusive kill rohingya villager myanmar beg safe passage,1
1609,illinois house take governor budget tax veto,1
1610,white need apply obama new mortgage scam target high risk minority immigrant,0
1611,seriously mexico threatening texas law suit,0
1612,stanchart closed account linked south africa gupta family,1
1613,henningsen crosstalk american foreign policy dumbed,0
1614,boiler room ep watching watcher,0
1615,clinton outpaces rival drug company donation,1
1616,trump dictated misleading statement son meeting russian washington post,1
1617,watch dirty harry reid lie romney tax win,0
1618,emotional trump endorsement former fbi asst director country going tube video,0
1619,secret cia report show russia hacked party released dem data help trump video,0
1620,uk pm may say brexit mean hard border ireland,1
1621,netanyahu son fire anti semitic imagery facebook,1
1622,uae denies yemen houthis fired missile toward uae,1
1623,trump nominate financier lewis eisenberg ambassador italy,1
1624,highlight trump presidency march p edt,1
1625,clinton say russian intelligence service hacked dnc,1
1626,north korea test short range missile south korea u conduct drill,1
1627,iran unveils ballistic missile range km tasnim news,1
1628,breaking comey shut trump tweeted lie real time hearing video,0
